lon_centroid,lat_centroid
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.952167,66.3265
-168.951334,66.327
-168.951334,66.327
-168.951334,66.327
-168.951334,66.327
-168.951334,66.327
-168.951334,66.327
-168.951334,66.327
-168.951334,66.327
-168.951334,66.327
-168.951334,66.327
-168.951334,66.327
-168.951334,66.327
-168.951334,66.327
-168.951334,66.327
-168.951334,66.327
-168.951334,66.327
-168.951334,66.327
-168.951334,66.327
-168.951334,66.327
-168.951334,66.327
-168.951334,66.327
-168.951334,66.327
-168.951334,66.327
-168.951334,66.327
-168.951334,66.327
-168.951334,66.327
-168.951334,66.327
-168.951334,66.327
-168.951334,66.327
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.901667,66.268
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.836167,68.032834
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781334
-168.568,65.781167
-168.568,65.781334
-168.568,65.781167
-168.568,65.781334
-168.568,65.781167
-168.568,65.781334
-168.568,65.781167
-168.568,65.781334
-168.568,65.781167
-168.568,65.781334
-168.568,65.781167
-168.568,65.781334
-168.568,65.781167
-168.568,65.781334
-168.568,65.781167
-168.568,65.781334
-168.568,65.781167
-168.568,65.781334
-168.568,65.781167
-168.568,65.781334
-168.568,65.781167
-168.568,65.781334
-168.568,65.781167
-168.568,65.781334
-168.568,65.781167
-168.568,65.781334
-168.568,65.781167
-168.568,65.781334
-168.568,65.781167
-168.568,65.781334
-168.568,65.781167
-168.568,65.781334
-168.568,65.781167
-168.568,65.781334
-168.568,65.781167
-168.568,65.781334
-168.568,65.781167
-168.568,65.781334
-168.568,65.781167
-168.568,65.781334
-168.568,65.781167
-168.568,65.781334
-168.568,65.781167
-168.568,65.781334
-168.568,65.781167
-168.568,65.781334
-168.568,65.781167
-168.568,65.781334
-168.568,65.781167
-168.568,65.781334
-168.568,65.781167
-168.568,65.781334
-168.568,65.781167
-168.568,65.781334
-168.568,65.781167
-168.568,65.781334
-168.568,65.781167
-168.328334,2.731667
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.263,65.746
-168.262834,65.746
-168.262834,65.746
-168.262834,65.746
-168.262834,65.746
-168.262834,65.746
-168.262834,65.746
-168.262834,65.746
-168.262834,65.746
-168.262834,65.746
-168.262834,65.746
-168.262834,65.746
-168.262834,65.746
-168.262834,65.746
-168.262834,65.746
-168.262834,65.746
-168.262834,65.746
-168.262834,65.746
-168.262834,65.746
-168.262834,65.746
-168.262834,65.746
-168.262834,65.746
-168.262834,65.746
-168.262834,65.746
-168.262834,65.746
-168.262834,65.746
-168.262834,65.746
-168.262834,65.746
-168.262834,65.746
-168.262834,65.746
-167.233334,58.416667
-166.183334,19.165
-166.183334,19.165
-166.183334,19.165
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.52755,71.599767
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.500184,71.600117
-161.1033121,28.14850825
-161.1033121,28.14850825
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.783667,73.303834
-160.4621575,23.85146015
-160.4621575,23.85146015
-160.4621575,23.85146015
-160.4621575,23.85146015
-160.4621575,23.85146015
-160.4621575,23.85146015
-160.4621575,23.85146015
-160.4621575,23.85146015
-160.4621575,23.85146015
-160.4621575,23.85146015
-160.4621575,23.85146015
-160.4621575,23.85146015
-160.4621575,23.85146015
-160.4621575,23.85146015
-160.4621575,23.85146015
-160.344,22.98856205
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.166667,76
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-160.0511949,23.91224057
-159.583334,21.9
-159.583334,21.9
-159.583334,21.9
-159.583334,21.9
-159.583334,21.9
-159.35,21.95
-159.35,21.95
-159.35,21.95
-159.35,21.95
-159.35,21.95
-159.35,21.95
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.702167,72.615167
-158.614334,53.04
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.412667,72.800167
-158.410434,72.7996
-158.410434,72.7996
-158.410434,72.7996
-158.410434,72.7996
